,index,Unnamed: 0,id,name,alias,startDate,coords,city,apartments<5lvl,apartments>=5lvl<10,apartments>=10<15,apartments>=15,dormitory,hotel,residential,commercial,office,retail,civic,college,school,transportation,university,stadium,sports_hall,pavilion,adult_gaming_centre,fitness_centre,park,sauna,hackerspace,bar,fast_food,cafe,food_court,restaurant,cinema,exhibition_centre,attraction,gallery,museum,zoo,yes,picnic_site
10,211,211,449,Санкт-Петербург 3-6,"Санкт-Петербург 3-6, Богатырский пр-т.",2018-12-18,"{'lat': 60.006165, 'long': 30.21055}",Санкт-Петербург,3,30,209,121,0,0,6,13,6,48,0,0,9,1,0,1,0,14,0,1,13,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0
11,212,212,451,Санкт-Петербург 3-8,"Санкт-Петербург 3-8, Шуваловский проспект",2021-07-14,"{'lat': 60.030856, 'long': 30.230816}",Санкт-Петербург,2,30,119,99,0,0,10,11,1,22,0,0,6,0,0,0,0,22,0,0,14,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0
12,213,213,456,Мичуринск-1,Мичуринск,2022-01-01,"{'lat': 52.891234, 'long': 40.511306}",Мичуринск,11,52,0,0,3,1,1,1,0,0,0,0,16,0,8,0,0,0,0,0,4,1,0,0,1,13,0,2,0,0,0,0,4,0,0,0
13,214,214,458,Невинномысск-1,Невинномысск,2017-10-23,"{'lat': 44.622804, 'long': 41.950601}",Невинномысск,15,102,4,3,1,2,27,16,1,8,0,1,4,0,0,0,0,0,0,0,7,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0
14,215,215,460,Корсаков-1,Корсаков,2017-12-10,"{'lat': 46.641557, 'long': 142.78557}",Корсаков,38,92,0,0,2,0,1,3,2,3,0,0,3,0,0,0,0,0,0,0,16,1,0,2,1,6,0,1,0,0,0,0,1,0,0,0
15,216,216,461,Москва 1-7,Медведково Северное,2019-04-27,"{'lat': 55.887685, 'long': 37.675711}",Москва,55,224,200,154,4,0,0,12,5,24,0,3,35,2,1,0,0,0,0,1,14,1,0,1,1,5,0,4,0,0,0,0,0,0,0,0
16,217,217,462,Москва 1-8,Бабушкинская,2021-08-27,"{'lat': 55.868995, 'long': 37.664909}",Москва,58,362,256,231,7,0,1,18,7,38,0,2,47,2,0,0,0,0,0,1,20,1,0,1,2,5,0,1,1,0,0,0,0,0,0,1
17,218,218,464,Москва 1-10,"Отрадное, Березовая аллея",2019-04-17,"{'lat': 55.853708, 'long': 37.609937}",Москва,13,176,138,139,2,16,2,42,15,24,0,0,34,4,2,0,0,0,0,0,14,0,0,0,3,3,0,1,2,0,15,0,0,0,0,2
18,219,219,465,Москва 1-11,Бибирево,2019-07-22,"{'lat': 55.894308, 'long': 37.616944}",Москва,8,105,211,171,0,0,0,15,9,36,1,2,42,4,1,0,0,0,0,0,14,0,0,0,2,3,0,1,0,0,2,0,0,0,0,1
19,220,220,466,Москва 1-12,Тушинская,2020-07-31,"{'lat': 55.8263, 'long': 37.4361}",Москва,87,252,95,65,2,1,0,21,26,45,2,1,20,7,3,1,1,0,0,1,17,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
20,221,221,467,Москва 1-13,Коровинское шоссе,2019-07-30,"{'lat': 55.8774, 'long': 37.5233}",Москва,19,275,249,246,4,0,2,6,12,63,2,4,37,9,0,0,0,0,0,0,8,0,0,0,5,1,0,1,0,0,1,0,0,0,0,0
21,222,222,468,Москва 1-14,"Дмитровское ш., Лианозово",2017-11-22,"{'lat': 55.893672, 'long': 37.558562}",Москва,32,183,176,211,3,0,1,17,13,63,0,0,32,2,0,0,0,0,0,1,15,0,0,0,5,4,0,3,1,0,3,0,1,0,0,1
22,223,223,469,Москва 1-15,Бескудниковский,2021-04-20,"{'lat': 55.864556, 'long': 37.569847}",Москва,21,228,206,194,2,8,3,44,18,37,0,2,40,2,1,0,0,0,0,0,10,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0
23,224,224,470,Москва 1-16,Ховрино,2017-09-11,"{'lat': 55.866723, 'long': 37.489167}",Москва,14,303,233,278,3,2,0,25,15,103,2,6,33,13,7,0,1,0,0,0,6,0,0,0,2,11,0,3,0,0,0,0,1,0,0,0
24,225,225,471,Москва 1-17,Головинский,2017-05-31,"{'lat': 55.839754, 'long': 37.488224}",Москва,37,419,157,147,6,4,0,28,26,83,2,4,28,10,9,0,0,0,0,1,18,0,0,0,1,8,0,5,1,0,6,0,1,0,0,0
25,226,226,472,Тольятти-3,"Тольятти-3, Льва Яшина, 16",2017-04-23,"{'lat': 53.542935, 'long': 49.359838}",Тольятти,9,429,178,87,2,3,18,60,43,225,0,7,28,0,1,0,0,0,0,0,18,0,0,5,1,5,0,2,0,0,0,0,0,0,0,0
26,227,227,474,Щербинка-1,Щербинка,2018-03-27,"{'lat': 55.499679, 'long': 37.570127}",Щербинка,125,137,77,117,3,4,12,46,7,50,0,0,21,0,0,0,2,0,0,0,3,1,0,0,1,3,0,1,1,0,0,0,0,0,0,0
27,228,228,476,Набережные Челны-1,Набережные Челны-1,2017-04-25,"{'lat': 55.730632, 'long': 52.396092}",Набережные Челны,47,501,125,100,5,0,15,18,99,50,0,1,9,0,5,0,0,0,0,1,7,2,0,1,19,24,0,7,0,1,0,0,0,0,0,0
28,229,229,479,Каменск-Уральский-1,Каменск-Уральский,2018-01-16,"{'lat': 56.389284, 'long': 61.918842}",Каменск-Уральский,362,416,18,1,8,3,14,22,1,55,21,1,15,0,1,0,0,0,0,0,11,0,0,0,2,0,0,2,0,0,6,0,3,1,0,0
29,230,230,481,Ейск-1,Ейск,2017-12-07,"{'lat': 46.689059, 'long': 38.289404}",Ейск,188,227,3,0,9,8,275,71,18,710,0,10,28,1,0,0,0,0,0,2,16,0,0,1,3,21,0,3,1,0,57,0,1,0,0,0
30,231,231,483,Санкт-Петербург 6-1,Кондратьевский пр-т.,2017-09-04,"{'lat': 59.972546, 'long': 30.38891}",Санкт-Петербург,103,424,46,82,10,1,6,21,41,16,0,0,31,1,1,0,0,13,0,1,35,2,0,0,4,4,0,1,0,0,0,0,0,0,0,0
31,232,232,485,Сертолово-1,Сертолово,2017-09-29,"{'lat': 60.145528, 'long': 30.213505}",Сертолово,40,119,21,3,0,0,38,2,0,9,0,0,7,0,0,0,0,14,0,0,7,1,0,0,1,1,0,0,0,0,2,0,0,0,0,0
32,233,233,487,Рассказовка-1,Солнцево-Парк,2019-08-20,"{'lat': 55.625789, 'long': 37.307927}",Москва,17,28,0,53,0,5,2,8,5,32,0,0,5,0,0,0,0,0,0,0,8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
33,234,234,491,Оренбург-1,Оренбург-1,2017-10-17,"{'lat': 51.765245, 'long': 55.100288}",Оренбург,340,390,55,32,12,10,8,78,4,53,2,5,33,0,10,1,1,0,0,3,35,2,0,0,2,12,0,6,2,0,0,0,3,0,0,0
34,235,235,493,Воронеж-2,Воронеж-2,2017-05-03,"{'lat': 51.694736, 'long': 39.269412}",Воронеж,104,357,83,58,17,2,86,30,14,57,0,6,16,0,7,0,0,0,0,2,57,2,0,0,2,4,0,1,0,0,2,0,0,0,0,0
35,236,236,494,Кингисепп-1,Кингисепп,2017-10-05,"{'lat': 59.387105, 'long': 28.61418}",Кингисепп,42,219,9,0,11,2,10,18,7,26,0,2,8,0,2,1,0,4,0,0,6,1,0,0,3,4,0,1,0,0,0,0,1,0,0,0
36,237,237,495,Оренбург-2,Оренбург-2,2017-07-01,"{'lat': 51.817864, 'long': 55.172427}",Оренбург,46,530,139,116,1,1,2,63,7,46,0,0,11,0,1,0,0,0,0,1,15,3,0,1,1,10,0,1,1,0,0,0,0,0,0,0
37,238,238,496,Екатеринбург-4,Екатеринбург-4,2017-12-26,"{'lat': 56.833929, 'long': 60.596217}",Екатеринбург,452,1506,301,292,45,8,65,171,169,124,27,9,61,25,33,3,0,3,0,1,157,4,0,0,10,6,0,1,0,0,20,0,7,2,6,1
38,239,239,497,Набережные Челны-3,Набережные Челны-3,2017-05-17,"{'lat': 55.69895, 'long': 52.319468}",Набережные Челны,35,338,125,24,2,0,17,23,15,11,0,0,5,0,1,0,0,0,0,0,8,3,0,0,3,11,0,4,0,0,1,0,3,0,0,0
39,240,240,499,Нягань-1,"Нягань-1, мкр1,1",2017-11-05,"{'lat': 62.144991, 'long': 65.439543}",Нягань,0,1,0,3,2,4,13,8,0,16,0,0,3,0,4,0,0,0,0,1,11,5,0,1,1,11,0,1,0,0,0,0,1,0,0,0
40,241,241,503,Губкин-1,Трест,2018-06-29,"{'lat': 51.283297, 'long': 37.533587}",Губкин,109,144,5,3,0,0,3481,25,3,2,0,2,8,0,1,0,0,0,0,0,11,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
41,242,242,505,Шлиссельбург-1,Шлиссельбург,2017-12-29,"{'lat': 59.945842, 'long': 31.03258}",Шлиссельбург,52,92,4,0,3,0,47,3,4,12,0,0,5,0,0,0,0,3,0,0,19,0,0,0,0,1,0,0,0,0,6,0,4,0,0,0
42,243,243,507,Москва 12-1,Черкизовская,2018-07-08,"{'lat': 55.800008, 'long': 37.741055}",Москва,17,618,153,64,8,7,0,45,94,74,2,7,33,7,4,3,1,0,0,0,21,0,0,1,2,2,1,3,0,0,17,0,0,1,0,0
43,244,244,509,Апрелевка-1,Апрелевка,2018-01-30,"{'lat': 55.548146, 'long': 37.071163}",Апрелевка,49,68,14,0,1,0,11,2,0,11,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
44,245,245,510,Самара-7,"Самара-7, Кошелев",2017-07-18,"{'lat': 53.321797, 'long': 50.313363}",Самара,329,114,26,0,0,2,22,15,0,3,0,1,6,1,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,246,246,512,Южно-Сахалинск-1,"Мира, 250",2017-11-27,"{'lat': 46.944109, 'long': 142.742821}",Южно-Сахалинск,284,688,48,14,9,15,7,157,12,156,0,12,25,0,6,0,0,1,0,1,10,3,0,1,7,16,1,4,2,0,6,0,5,0,0,0
46,247,247,516,Чита-1,Чита-1,2018-05-29,"{'lat': 52.029219, 'long': 113.501642}",Чита,161,584,45,11,12,4,1,4,4,32,0,1,6,1,4,6,0,0,0,0,58,0,0,1,1,12,2,4,2,0,1,0,5,1,0,1
47,248,248,518,Улан-Удэ-1,"Улан-удэ-1, Ленина 52",2018-06-09,"{'lat': 51.833306, 'long': 107.584528}",Улан-Удэ,6,15,5,5,3,1,14,12,0,14,0,6,20,0,10,0,0,0,0,0,30,0,0,0,0,5,0,1,0,0,4,0,4,0,0,0
48,249,249,521,Кисловодск-1,Кит,2018-12-10,"{'lat': 43.926238, 'long': 42.723221}",Кисловодск,10,69,9,5,0,9,4,11,2,21,0,2,17,0,2,0,0,0,0,0,7,0,0,1,2,20,1,4,3,0,7,0,4,0,0,0
49,250,250,522,Горно-Алтайск-1,Горно-Алтайск,2018-12-24,"{'lat': 51.957271, 'long': 85.954076}",Горно-Алтайск,5,8,1,0,0,0,3,1,1,2,0,3,14,0,1,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
50,251,251,525,Пенза-1,"Пенза-1, Московская, 60",2017-08-03,"{'lat': 53.192706, 'long': 45.015971}",Пенза,360,614,102,39,47,7,71,109,32,105,2,7,32,0,27,1,2,0,0,0,57,1,0,2,5,28,0,11,1,0,13,0,9,0,0,0
51,252,252,526,Москва 0-11,Ясенево,2017-07-11,"{'lat': 55.607437, 'long': 37.5326}",Москва,5,16,4,94,0,0,0,5,1,23,5,0,30,0,0,0,2,0,0,1,10,0,0,0,2,1,0,1,0,0,2,0,0,0,0,0
52,253,253,529,Тихвин-1,Тихвин,2022-04-23,"{'lat': 59.643495, 'long': 33.556253}",Тихвин,38,249,5,0,8,1,148,4,0,22,0,0,7,1,0,0,0,0,0,0,9,0,0,0,0,0,0,3,0,0,15,0,0,0,0,0
53,254,254,530,Нахабино-1,Нахабино,2017-07-07,"{'lat': 55.850739, 'long': 37.177519}",Нахабино,176,130,17,10,2,1,8,15,1,92,0,0,9,0,1,0,0,0,0,0,42,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
54,255,255,531,Шатура-1,Шатура,2017-11-29,"{'lat': 55.574627, 'long': 39.526434}",Шатура,58,86,4,0,1,2,27,9,6,16,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,3,0,1,0,0,0,0,0,0,0,0
55,256,256,533,Балтийск-1,Балтийск,2018-05-09,"{'lat': 54.648109, 'long': 19.902545}",Балтийск,90,45,1,0,1,0,3,0,1,46,0,0,2,0,0,0,0,0,0,0,8,0,0,0,0,4,0,0,1,0,1,0,1,0,0,0
56,257,257,535,Котлас-1,Кристалл,2018-02-28,"{'lat': 61.250215, 'long': 46.632528}",Котлас,296,208,0,0,0,0,2327,31,1,18,0,2,9,0,0,0,0,0,0,0,7,1,0,0,0,3,0,0,0,0,0,0,1,0,0,0
57,258,258,536,Санкт-Петербург 0-2,пр-т. Науки,2017-08-27,"{'lat': 60.015151, 'long': 30.386154}",Санкт-Петербург,43,523,123,63,41,4,6,7,23,22,0,0,40,2,8,0,0,52,0,2,39,0,0,0,9,2,0,3,0,0,0,0,1,0,0,0
58,259,259,538,Ставрополь-1,Юг,2017-10-25,"{'lat': 45.006238, 'long': 41.921418}",Ставрополь,87,439,116,78,9,1,44,143,5,13,0,0,20,0,2,0,0,0,0,0,16,0,0,0,1,0,0,2,0,0,1,0,1,1,0,1
59,260,260,540,Кубинка-1,Кубинка,2021-12-13,"{'lat': 55.577276, 'long': 36.691526}",Кубинка,43,38,9,3,4,1,219,1,1,77,0,0,2,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
60,261,261,542,Усинск-1,Усинск,2017-12-08,"{'lat': 65.993226, 'long': 57.566603}",Усинск,15,91,1,0,0,0,1,12,3,5,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
61,262,262,543,Додо Франчайзинг-2,УЦ-2,2019-04-19,"{'lat': 0, 'long': 0}",Додо офис,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,263,263,544,Ульяновск-3,Новый Город,2017-11-08,"{'lat': 54.374957, 'long': 48.579642}",Ульяновск,62,280,39,30,0,5,0,26,3,26,0,0,14,0,2,0,1,0,0,0,19,1,0,1,1,6,0,2,0,0,3,0,0,0,0,0
63,264,264,546,Нижний Тагил-3,"Нижний Тагил-3, ТЦ Депо",2017-08-11,"{'lat': 57.874922, 'long': 60.017216}",Нижний Тагил,3,14,0,0,4,0,2,6,4,19,3,0,3,1,0,0,0,0,0,0,6,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0
64,265,265,548,Георгиевск-1,Георгиевск-1,2019-04-15,"{'lat': 44.129448, 'long': 43.446874}",Георгиевск,25,66,1,0,4,0,1,10,0,8,0,0,8,0,1,0,0,0,0,0,5,0,0,0,0,1,0,2,1,0,0,0,1,0,0,0
65,266,266,550,Тихорецк-1,Тихорецк,2017-11-30,"{'lat': 45.860849, 'long': 40.129215}",Тихорецк,5,7,0,0,2,0,0,3,0,4,0,0,9,0,0,0,0,0,0,0,6,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0
66,267,267,551,Калининград-3,"Советский проспект, 1",2017-09-20,"{'lat': 54.720799, 'long': 20.497024}",Калининград,245,345,109,12,9,7,461,118,27,57,2,1,19,4,3,0,0,1,0,0,36,4,0,0,4,15,2,14,0,0,24,0,15,1,0,0
67,268,268,552,Набережные Челны-2,Набережные Челны-2,2017-08-02,"{'lat': 55.743796, 'long': 52.430073}",Набережные Челны,53,521,138,95,5,0,12,16,90,51,0,1,10,0,4,0,0,0,0,1,7,1,0,1,18,19,0,8,0,1,0,0,0,0,0,0
68,269,269,553,Санкт-Петербург 2-2,ТРК Континент,2017-11-16,"{'lat': 59.858688, 'long': 30.247937}",Санкт-Петербург,64,729,101,69,14,0,1,10,46,111,3,0,40,1,1,0,0,11,0,1,53,1,0,0,2,3,0,2,0,0,0,0,0,0,0,0
69,270,270,555,Ессентуки-1,Ессентуки,2018-11-28,"{'lat': 44.05064, 'long': 42.895881}",Ессентуки,17,80,3,0,2,0,154,77,0,226,0,0,7,1,0,0,0,0,0,0,8,0,0,0,0,7,0,1,0,0,5,0,0,0,0,0
70,271,271,558,Новосибирск-1,"ул. Геодезическая, д. 4/1",2017-09-18,"{'lat': 54.989199, 'long': 82.904015}",Новосибирск,212,599,130,114,18,4,147,37,29,76,2,5,35,0,22,0,0,2,0,1,20,0,0,0,10,16,0,1,2,0,1,0,5,1,0,0
71,272,272,559,Новосибирск-2,"Красный проспект, д. 17",2017-11-22,"{'lat': 55.0263, 'long': 82.920719}",Новосибирск,106,533,176,183,11,4,19,97,92,134,3,3,62,0,16,0,1,2,0,1,47,0,0,1,17,28,1,6,5,0,15,0,8,1,0,0
72,273,273,561,Нижний Тагил-2,"Нижний Тагил-2, Пр.Октябрьский 28а",2018-05-08,"{'lat': 57.871999, 'long': 59.956974}",Нижний Тагил,0,39,1,1,2,0,1,11,4,34,6,1,2,0,0,0,0,0,0,0,22,0,0,0,3,1,0,0,2,0,4,0,5,0,0,0
73,274,274,563,Астрахань-2,Восточный,2017-09-30,"{'lat': 46.352081, 'long': 48.078295}",Астрахань,36,449,35,12,13,1,14,30,0,18,0,12,24,0,10,3,0,0,0,0,98,0,0,1,0,23,0,3,0,0,3,0,5,0,0,0
74,275,275,565,Москва 13-2,Можайский,2017-11-15,"{'lat': 55.719695, 'long': 37.401803}",Москва,76,324,122,114,2,0,0,13,41,63,1,1,24,4,3,0,1,0,0,1,9,1,0,0,0,3,1,2,2,0,0,0,0,0,0,2
75,276,276,567,Чапаевск-1,"Чапаевск, ТЦ Новая Легенда",2020-04-28,"{'lat': 52.954745, 'long': 49.689445}",Чапаевск,175,217,0,0,0,0,0,2,10,2,0,2,5,1,0,0,0,3,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
76,277,277,568,Нижний Новгород-2,"Нижний Новгород-2, Центр Сормово",2017-11-26,"{'lat': 56.348173, 'long': 43.867817}",Нижний Новгород,333,520,90,16,6,0,2423,23,21,42,1,2,30,0,1,0,0,0,0,0,31,1,0,3,1,7,0,1,0,0,3,0,1,0,0,0
77,278,278,570,Магнитогорск-1,"Магнитогорск-1, Карла Маркса, 107",2017-11-04,"{'lat': 53.398729, 'long': 58.979528}",Магнитогорск,373,554,30,0,1,1,16,36,25,62,0,5,21,0,19,0,0,0,0,0,37,0,0,0,4,4,0,2,0,0,3,0,0,0,0,0
78,279,279,572,Конаково-1,Конаково,2018-05-03,"{'lat': 56.711351, 'long': 36.776915}",Конаково,0,0,3,0,1,1,0,1,0,1,0,1,3,0,0,0,0,0,0,0,11,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0
79,280,280,573,Москва 1-18,Коптево,2018-04-21,"{'lat': 55.825664, 'long': 37.51653}",Москва,53,540,143,82,18,3,2,28,24,37,1,2,28,6,58,0,0,0,0,0,24,0,0,0,3,2,0,1,1,0,4,0,1,0,0,0
80,281,281,575,Аксай Россия-1,Аксай,2018-01-19,"{'lat': 47.269028, 'long': 39.859013}",Аксай,72,125,36,5,2,0,0,27,2,10,0,1,3,0,0,0,0,0,0,0,16,1,0,0,9,9,1,2,0,0,0,0,0,0,0,0
81,282,282,577,Хотьково-1,Хотьково,2018-08-26,"{'lat': 56.252812, 'long': 37.977761}",Хотьково,10,38,5,0,0,0,2,7,0,31,0,0,3,0,0,0,0,0,0,1,2,1,0,0,0,1,0,1,0,0,1,0,5,0,0,0
82,283,283,579,Кувандык-1,Додо Кувандык,2018-06-25,"{'lat': 51.482814, 'long': 57.371411}",Кувандык,197,52,0,0,0,0,0,7,0,11,0,0,4,1,0,0,0,0,0,0,3,1,0,0,0,2,0,1,0,0,0,0,1,0,0,0
83,284,284,580,Набережные Челны-4,Набережные Челны-4,2018-01-02,"{'lat': 55.752233, 'long': 52.410313}",Набережные Челны,52,531,153,106,5,0,5,15,80,46,0,1,12,0,4,0,0,0,0,1,7,1,0,1,18,21,0,8,0,1,0,0,0,0,0,0
84,285,285,581,Набережные Челны-5,Набережные Челны-5,2017-10-10,"{'lat': 55.743904, 'long': 52.390135}",Набережные Челны,60,566,144,101,5,0,16,15,85,52,0,1,11,0,5,0,0,0,0,1,7,2,0,1,19,22,0,8,0,1,0,0,0,0,0,0
85,286,286,582,Москва 4-10,Царицыно,2018-01-23,"{'lat': 55.630425, 'long': 37.658119}",Москва,20,243,104,90,8,0,0,22,6,18,0,1,25,0,31,0,0,0,0,1,7,0,0,0,0,2,0,0,0,0,5,0,2,0,0,0
86,287,287,583,Белгород-2,Белгород-2,2017-09-24,"{'lat': 50.59399, 'long': 36.600563}",Белгород,81,525,84,51,33,7,48,58,153,263,0,6,27,0,5,0,0,0,0,0,40,1,0,1,0,3,0,7,2,0,0,1,6,0,0,0
87,288,288,585,Магадан-1,Магадан,2019-07-24,"{'lat': 59.559316, 'long': 150.805604}",Магадан,19,112,1,0,2,0,12,85,1,8,0,3,7,8,0,0,0,0,0,0,21,0,0,0,0,8,0,3,2,0,0,0,2,0,0,0
88,289,289,587,Мирный-1,Мирный,2017-12-13,"{'lat': 62.764516, 'long': 40.336054}",Мирный (Архангельская обл.),0,5,0,0,11,0,505,3,0,18,0,0,1,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,290,290,591,Торжок-1,Торжок,2019-03-21,"{'lat': 57.041848, 'long': 34.969924}",Торжок,26,47,0,0,1,3,3,21,1,19,4,2,10,0,0,0,0,0,0,0,11,1,0,0,0,2,0,0,0,0,5,0,2,0,0,0
90,291,291,593,Салехард-1,Салехард,2018-09-11,"{'lat': 66.556154, 'long': 66.566444}",Салехард,15,23,0,0,2,0,2,5,1,10,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0
91,292,292,594,Саратов-2,Солнечный,2017-11-21,"{'lat': 51.6022, 'long': 45.99762}",Саратов,83,328,166,32,9,0,38,16,13,119,1,5,20,0,3,1,0,0,0,0,15,1,0,1,1,5,0,0,0,0,0,0,0,0,0,0
92,293,293,595,Москва 0-3,Котловка,2018-08-31,"{'lat': 55.682625, 'long': 37.597917}",Москва,59,564,168,128,11,1,1,38,53,35,2,9,58,2,14,0,1,0,0,2,29,2,0,0,0,0,0,4,1,0,1,0,1,0,0,0
93,294,294,598,Москва 0-4,Зюзино,2019-10-04,"{'lat': 55.656237, 'long': 37.590132}",Москва,13,594,200,201,7,5,2,20,24,31,2,0,76,0,3,0,2,0,0,0,21,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0
94,295,295,599,Москва 0-5,Каховская,2022-07-07,"{'lat': 55.652796, 'long': 37.606703}",Москва,7,514,167,155,4,5,0,14,12,27,3,0,63,0,1,0,2,0,0,0,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
95,296,296,601,Москва 0-7,Тропарево,2017-12-29,"{'lat': 55.651049, 'long': 37.469431}",Москва,5,36,37,195,16,3,0,21,7,50,0,1,19,0,23,0,5,0,0,1,7,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
96,297,297,603,Стерлитамак-1,Стерлитамак-1,2018-03-16,"{'lat': 53.632875, 'long': 55.931975}",Стерлитамак,130,949,18,1,10,0,2,127,2,57,0,12,35,1,8,0,0,0,0,1,54,2,0,2,4,28,0,6,1,0,2,0,1,1,0,0
97,298,298,605,Подольск-1,Подольск,2017-12-13,"{'lat': 55.429175, 'long': 37.552471}",Подольск,293,433,65,98,2,3,4,26,9,96,2,0,11,0,0,0,0,0,0,0,26,1,0,0,4,2,0,2,0,0,1,0,4,0,0,1
98,299,299,606,Новороссийск-2,"Тобольская, 5А",2017-12-04,"{'lat': 44.738684, 'long': 37.731982}",Новороссийск,137,34,8,20,1,2,30,17,3,46,0,0,3,0,0,0,0,0,0,0,14,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
99,300,300,608,Благовещенск-2,Ресторан,2017-12-21,"{'lat': 50.260768, 'long': 127.535831}",Благовещенск,122,313,64,17,28,8,29,48,45,115,4,12,21,0,8,3,1,0,0,0,25,0,0,0,2,3,0,5,1,0,5,0,2,0,0,0
