,index,Unnamed: 0,id,name,alias,startDate,coords,city,apartments<5lvl,apartments>=5lvl<10,apartments>=10<15,apartments>=15,dormitory,hotel,residential,commercial,office,retail,civic,college,school,transportation,university,stadium,sports_hall,pavilion,adult_gaming_centre,fitness_centre,park,sauna,hackerspace,bar,fast_food,cafe,food_court,restaurant,cinema,exhibition_centre,attraction,gallery,museum,zoo,yes,picnic_site
12,713,713,1401,Мегион-1,Мегион,2022-12-27,"{'lat': 61.028741, 'long': 76.112556}",Мегион,209,114,4,0,3,1,7,16,32,46,3,1,7,0,0,0,0,0,0,0,1,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0
13,714,714,1402,Курган-3,Центральный Рынок,2022-12-14,"{'lat': 55.439068, 'long': 65.356354}",Курган,204,686,55,9,5,1,11,26,230,185,2,9,38,0,12,0,1,0,0,0,9,0,0,3,2,4,0,5,1,0,0,0,5,0,63,0
14,715,715,1403,Санкт-Петербург 2-5,"ЖК ""Жемчужная симфония""",2023-01-19,"{'lat': 59.851976, 'long': 30.143269}",Санкт-Петербург,121,190,55,68,12,6,30,2,21,43,0,3,18,0,3,0,0,11,0,1,16,2,0,0,2,4,0,1,1,0,0,0,0,0,0,0
15,716,716,1404,Москва 3-4,Шелепиха,2022-12-03,"{'lat': 55.762717, 'long': 37.516161}",Москва,14,368,65,97,3,3,3,40,63,25,4,2,18,6,4,0,0,0,0,0,8,1,0,0,0,5,0,0,1,0,0,1,0,0,0,0
16,717,717,1406,Воронеж-4,Воронеж-4,2023-03-31,"{'lat': 51.66101, 'long': 39.153979}",Воронеж,387,860,223,153,27,1,14,91,27,126,3,12,28,0,21,1,0,0,0,0,140,2,0,0,6,11,0,3,0,0,13,0,1,0,0,1
17,718,718,1407,Воронеж-5,Воронеж-5,2022-12-22,"{'lat': 51.667412, 'long': 39.206171}",Воронеж,461,802,169,148,39,4,90,111,35,119,3,17,38,0,27,1,0,0,0,0,174,2,0,0,4,9,0,1,0,0,22,0,5,1,0,0
18,719,719,1409,Магадан-2,пр. Ленина 3,2022-12-17,"{'lat': 59.56769, 'long': 150.80814}",Магадан,19,112,1,0,2,0,12,85,1,8,0,3,7,8,0,0,0,0,0,0,21,0,0,0,0,8,0,3,2,0,0,0,2,0,0,0
19,720,720,1411,Тучково-1,Тучково,2023-02-20,"{'lat': 55.602591, 'long': 36.482479}",Тучково,26,32,4,0,3,0,16,20,0,27,0,0,6,0,0,0,0,0,0,1,3,0,0,0,0,2,0,3,0,0,1,0,1,0,0,0
20,721,721,1412,Санкт-Петербург 12-6,ТЦ Метрика,2023-03-24,"{'lat': 59.959462, 'long': 30.439674}",Санкт-Петербург,125,371,50,52,16,0,1,8,40,13,0,0,30,0,0,0,0,12,0,2,23,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
21,722,722,1414,Щелково-4,Сиреневая,2023-02-21,"{'lat': 55.928345, 'long': 37.986475}",Щелково,228,205,45,27,7,0,0,11,5,45,1,1,16,0,0,0,0,0,0,0,9,2,0,0,1,1,0,2,0,0,0,0,1,0,0,0
22,723,723,1415,Щербинка-4,Боброво ,2023-01-22,"{'lat': 55.540064, 'long': 37.612031}",Боброво (Московская обл.),41,149,81,193,0,1,206,35,4,26,0,0,26,2,0,0,1,0,0,0,11,1,0,1,1,2,0,2,0,0,1,0,0,0,0,0
23,724,724,1416,Щербинка-3,ЖК Алхимово,2023-03-18,"{'lat': 55.476296, 'long': 37.530346}",Москва,39,68,25,20,0,0,10,19,2,20,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0
24,725,725,1419,Мурино-2,Мурино-2,2023-01-25,"{'lat': 60.04934, 'long': 30.44382}",Мурино,38,367,143,277,25,0,8,13,16,91,0,1,44,0,0,0,0,40,0,3,13,4,0,0,8,3,0,2,0,0,0,0,0,0,0,0
25,726,726,1420,Владивосток-3,"Владивосток-3, Калинина 8",2023-02-10,"{'lat': 43.102622, 'long': 131.917501}",Владивосток,531,849,313,91,8,5,2,25,10,27,1,7,38,0,8,1,0,0,0,1,44,1,0,2,28,24,0,9,3,0,0,0,8,0,0,1
26,727,727,1421,Грозный-2,Грозный-2,2023-03-16,"{'lat': 43.319973, 'long': 45.687192}",Грозный,2,93,4,1,0,2,4,19,7,66,4,0,11,0,2,0,0,0,0,0,22,0,0,0,0,2,0,4,0,0,2,0,2,0,0,0
27,728,728,1422,Краснодар-13,Казбекская 14,2022-12-22,"{'lat': 45.065425, 'long': 38.954095}",Краснодар,63,125,16,125,26,4,10,51,45,82,0,5,30,1,24,0,0,0,0,0,61,7,0,2,7,28,2,9,2,0,35,0,2,1,0,0
28,729,729,1423,Кокошкино-1,Кокошкино,2023-03-07,"{'lat': 55.60221, 'long': 37.163465}",Кокошкино,125,48,12,17,0,1,115,15,0,99,0,0,7,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
29,730,730,1425,Якутск-5,Некрасова ,2023-01-04,"{'lat': 62.052645, 'long': 129.742303}",Якутск,44,79,14,6,10,3,634,142,3,13,1,7,31,2,5,0,1,0,0,3,16,0,0,0,1,14,0,10,3,0,1,1,6,0,0,0
30,731,731,1426,Казань-9,Баумана,2023-02-27,"{'lat': 55.789558, 'long': 49.116637}",Казань,402,859,198,82,45,43,1,475,127,176,43,23,57,3,91,0,0,0,0,1,59,4,0,2,8,11,0,12,1,0,37,1,8,2,0,0
31,732,732,1427,Дзержинский-1,Дзержинский,2023-01-24,"{'lat': 55.638287, 'long': 37.841028}",Дзержинский,44,63,38,47,0,0,36,3,12,33,0,0,9,0,1,0,0,0,0,0,16,0,0,0,2,2,0,1,1,0,1,0,0,0,0,0
32,733,733,1428,Челябинск-10,"Бейвеля, 67а",2023-04-20,"{'lat': 55.216741, 'long': 61.287147}",Челябинск,47,273,322,83,2,1,9,222,3,81,0,5,12,0,3,0,0,0,0,0,6,3,0,0,1,2,0,1,0,0,0,0,0,0,0,0
33,734,734,1430,Москва 13-4,ЗИЛ,2023-04-24,"{'lat': 55.69934, 'long': 37.656119}",Москва,28,341,89,64,2,2,2,64,107,47,2,2,35,8,5,0,0,0,0,1,29,0,0,0,1,5,1,3,1,0,9,0,1,0,0,0
34,735,735,1431,Михайловка-1,Михайловка,2023-04-22,"{'lat': 50.065122, 'long': 43.220365}",Михайловка,102,54,1,0,1,1,0,3,5,14,0,0,7,0,2,0,0,0,0,0,11,0,0,0,2,3,0,0,0,0,0,0,1,0,0,0
35,736,736,1432,Междуреченск-1,Междуреченск,2023-04-05,"{'lat': 53.689283, 'long': 88.064524}",Междуреченск,3,120,0,1,0,0,11,19,0,6,0,0,11,1,0,0,0,0,0,0,5,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0
36,737,737,1436,Белореченск-1,Белореченск,2023-04-29,"{'lat': 44.764579, 'long': 39.866903}",Белореченск,2,3,0,0,0,0,1,2,1,10,0,0,9,0,0,0,0,0,0,0,2,0,0,0,0,12,0,4,0,0,0,0,0,0,0,0
37,738,738,1439,Химки-3,Две столицы,2023-04-08,"{'lat': 55.913984, 'long': 37.409217}",Химки,19,254,31,131,1,3,3,75,9,163,3,2,25,0,2,0,0,2,0,1,13,2,0,0,4,2,0,4,0,0,2,1,1,0,0,0
38,739,739,1440,Сыктывкар-9,"Первомайская, 41",2023-05-15,"{'lat': 61.673113, 'long': 50.826194}",Сыктывкар,201,409,36,13,34,2,311,22,40,113,4,6,23,0,3,0,0,0,0,0,4,3,0,0,2,5,0,0,0,0,0,0,1,0,0,0
39,740,740,1444,Брянск-4,Володарский,2023-03-23,"{'lat': 53.265169, 'long': 34.408698}",Брянск,25,63,26,14,3,2,5,24,0,33,0,5,12,0,8,4,0,0,0,0,17,1,0,0,3,7,0,2,1,0,4,0,0,0,0,0
40,741,741,1445,Железнодорожный-3,Железнодорожный-3,2023-03-08,"{'lat': 55.749035, 'long': 38.026171}",Железнодорожный,132,296,70,162,2,3,0,4,5,20,0,2,14,0,0,0,1,2,0,2,7,5,0,1,4,5,0,1,0,0,0,0,0,0,0,2
41,742,742,1447,Тверь-4,Торговый центр,2023-03-16,"{'lat': 56.854228, 'long': 35.863507}",Тверь,315,439,84,39,11,5,123,37,15,137,2,7,41,0,19,0,0,0,0,1,96,0,0,0,1,6,0,4,1,0,1,0,1,0,0,0
42,743,743,1450,Краснодар-14,Карякина 7,2023-03-22,"{'lat': 45.065539, 'long': 39.006835}",Краснодар,157,416,54,366,15,9,52,78,54,291,0,5,30,1,12,0,0,0,0,1,93,1,0,0,6,25,2,10,2,0,7,0,2,0,0,0
43,744,744,1451,Санкт-Петербург 13-2,Невский пр,2023-03-07,"{'lat': 59.923942, 'long': 30.383574}",Санкт-Петербург,280,512,26,1,8,11,62,47,132,36,3,2,46,2,4,0,0,6,0,1,70,1,0,1,20,11,0,4,0,0,3,0,3,0,0,0
44,745,745,1452,Шадринск-1,Шадринск,2023-04-18,"{'lat': 56.083411, 'long': 63.633906}",Шадринск,69,96,0,0,8,2,4,5,2,52,0,1,7,0,2,0,0,0,0,1,5,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0
45,746,746,1453,Софрино-1,Софрино,2023-04-07,"{'lat': 56.08553, 'long': 37.92119}",Кощейково,7,0,3,1,0,0,2,7,0,15,0,0,2,0,0,0,0,0,0,0,6,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0
46,747,747,1455,Геленджик-2,Островского 4,2023-04-01,"{'lat': 44.561488, 'long': 38.078543}",Геленджик,18,121,12,3,0,55,90,12,1,97,3,1,7,0,1,0,0,0,0,0,62,0,0,2,0,15,0,6,3,0,5,0,0,2,0,0
47,748,748,1456,Курск-3,Курск-3 Ленина 12,2023-04-03,"{'lat': 51.733368, 'long': 36.192512}",Курск,269,384,88,42,10,0,41,9,11,14,0,3,6,0,0,0,0,341,0,0,241,1,0,1,12,7,0,2,2,0,6,1,3,0,0,0
48,749,749,1459,Лабинск-1,Лабинск-1,2023-05-13,"{'lat': 44.629977, 'long': 40.72792}",Лабинск,11,17,0,0,1,0,2,4,3,38,0,1,5,0,0,0,0,0,0,1,17,1,0,0,0,10,0,6,2,0,0,1,1,0,0,0
49,750,750,1473,Октябрьский Московская-1,Октябрьский - Новые Островцы ,2023-05-16,"{'lat': 55.602937, 'long': 37.981435}",Островцы,4,5,0,30,0,0,4,3,3,45,0,0,8,0,0,0,0,1,0,0,5,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0
