,index,Unnamed: 0,id,name,alias,startDate,coords,city,apartments<5lvl,apartments>=5lvl<10,apartments>=10<15,apartments>=15,dormitory,hotel,residential,commercial,office,retail,civic,college,school,transportation,university,stadium,sports_hall,pavilion,adult_gaming_centre,fitness_centre,park,sauna,hackerspace,bar,fast_food,cafe,food_court,restaurant,cinema,exhibition_centre,attraction,gallery,museum,zoo,yes,picnic_site
0,301,301,609,Вязьма-1,Вязьма,2018-01-10,"{'lat': 55.211089, 'long': 34.284232}",Вязьма,13,54,2,0,0,0,11,2,7,18,0,0,5,0,0,0,0,0,0,0,12,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
1,302,302,611,Москва 2-1,Фили,2018-02-14,"{'lat': 55.755939, 'long': 37.506482}",Москва,16,339,66,73,2,4,3,32,64,21,4,3,21,5,4,0,0,0,0,0,6,1,0,0,1,6,0,0,1,0,1,0,1,0,0,0
2,303,303,612,Москва 0-8,Ломоносовский,2018-10-15,"{'lat': 55.682163, 'long': 37.516979}",Москва,7,343,118,279,7,0,1,40,20,69,0,3,69,7,33,0,2,0,0,0,32,0,0,0,2,2,0,6,1,0,2,0,0,0,0,1
3,304,304,614,Москва 0-10,Очаково-Матвеевское,2018-06-18,"{'lat': 55.678986, 'long': 37.455894}",Москва,7,92,68,176,8,1,9,16,6,28,0,1,17,2,13,0,2,0,0,0,3,1,0,0,3,1,0,3,0,0,0,0,0,0,0,0
4,305,305,615,Москва 0-12,Беляево,2017-12-29,"{'lat': 55.640111, 'long': 37.532951}",Москва,7,157,107,172,28,0,0,27,32,63,3,0,25,0,34,0,6,0,0,1,3,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0
5,306,306,616,Москва 0-2,Профсоюзная,2021-01-26,"{'lat': 55.67867, 'long': 37.560479}",Москва,38,746,151,178,8,0,2,39,60,68,0,4,94,0,26,0,1,0,0,0,47,0,0,0,0,0,0,5,1,0,2,0,1,0,0,1
6,307,307,618,Дзержинск-1,Дзержинск,2018-02-12,"{'lat': 56.234815, 'long': 43.436293}",Дзержинск,89,417,40,4,0,2,23,7,4,20,0,1,31,0,2,0,0,0,0,1,12,3,0,1,0,2,0,1,1,0,0,0,0,0,0,0
7,308,308,620,Архангельск-1,Троицкий 21,2017-12-28,"{'lat': 64.533111, 'long': 40.526536}",Архангельск,613,544,110,7,17,4,285,184,38,203,0,1,28,1,8,0,0,0,0,1,13,0,0,0,6,3,0,1,0,0,13,0,1,0,0,0
8,309,309,622,Шушары-1,Шушары,2021-11-13,"{'lat': 59.802925, 'long': 30.37557}",Шушары,17,125,54,81,12,0,0,16,16,55,0,2,10,0,0,0,0,4,0,1,14,0,0,0,5,4,0,0,0,0,1,0,1,0,0,0
9,310,310,623,Чебоксары-3,Центр,2018-01-13,"{'lat': 56.136146, 'long': 47.254645}",Чебоксары,147,465,96,51,19,3,18,27,23,88,0,3,26,3,16,0,0,6,0,0,22,4,0,0,3,13,0,4,0,0,2,0,3,1,0,0
10,311,311,625,Красное Село-1,Красное Село,2018-03-13,"{'lat': 59.729214, 'long': 30.083303}",Красное Село,80,164,5,0,13,2,527,6,18,42,0,0,8,0,0,0,0,2,0,0,8,0,0,1,2,0,0,1,0,0,1,0,0,0,0,0
11,312,312,627,Курган-1,ТРЦ Стрекоза,2018-01-28,"{'lat': 55.464845, 'long': 65.264716}",Курган,54,152,90,8,1,1,5,9,12,101,1,0,19,0,0,0,0,0,0,0,6,3,0,1,1,5,0,1,1,0,0,0,0,0,0,0
12,313,313,630,Тюмень-3,50 Лет Октября,2018-01-03,"{'lat': 57.148015, 'long': 65.577741}",Тюмень,91,605,179,135,12,5,11,105,19,88,19,7,36,2,15,0,0,2,0,3,83,0,0,0,7,6,0,2,0,0,3,0,1,0,0,0
13,314,314,638,Казань-3,СТЦ Мега,2017-12-21,"{'lat': 55.780841, 'long': 49.212676}",Казань,198,948,325,187,39,6,1,82,47,137,4,7,60,0,14,0,0,0,0,1,27,3,0,1,6,9,0,2,0,0,1,0,0,0,0,0
14,315,315,640,Москва 14-1,Лефортово,2018-01-02,"{'lat': 55.758828, 'long': 37.708913}",Москва,44,364,160,100,23,3,1,45,94,29,3,6,33,2,40,0,0,0,0,1,16,1,0,0,3,3,0,1,1,0,7,0,0,0,0,0
15,316,316,641,Тюмень-4,ТРЦ Гудвин,2018-01-06,"{'lat': 57.148849, 'long': 65.559867}",Тюмень,84,547,171,145,17,5,13,110,20,85,19,8,40,1,16,2,0,2,0,3,88,1,0,0,2,7,0,1,0,0,3,0,1,0,0,0
16,317,317,644,Санкт-Петербург 4-1,ТД Южный,2018-04-17,"{'lat': 59.83302, 'long': 30.390278}",Санкт-Петербург,14,261,97,53,25,0,0,10,7,21,0,2,25,0,0,0,0,26,0,0,26,1,0,1,8,3,0,0,0,0,0,0,0,0,0,0
17,318,318,645,Пермь-2,Закамск,2018-02-11,"{'lat': 58.003489, 'long': 55.940666}",Пермь,70,25,1,0,0,0,287,10,21,4,0,1,11,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
18,319,319,646,Архангельск-2,Сафари,2018-02-09,"{'lat': 64.549552, 'long': 40.55015}",Архангельск,693,616,130,7,17,4,722,190,39,237,0,1,33,1,8,0,0,0,0,1,16,0,0,0,6,7,0,1,0,0,14,0,1,0,0,0
19,320,320,647,Орехово-Зуево-2,ТЦ Капитолий,2017-12-31,"{'lat': 55.804602, 'long': 38.974316}",Орехово-Зуево,75,259,29,7,3,0,18,2,9,27,0,5,14,0,0,0,0,0,0,2,14,0,0,0,2,2,1,1,0,0,0,0,0,1,0,0
20,321,321,651,Тула-1,"Советская, 56а",2018-02-21,"{'lat': 54.19244, 'long': 37.614236}",Тула,597,997,100,39,14,10,8,75,24,104,4,4,37,1,15,0,0,0,0,1,34,1,0,0,3,12,0,5,0,0,1,0,2,2,0,0
21,322,322,652,Москва 4-3,Братеево,2018-02-23,"{'lat': 55.63537, 'long': 37.764041}",Москва,26,55,157,205,1,0,2,7,2,58,0,0,31,0,2,0,0,0,0,1,17,0,0,0,1,3,0,2,1,0,0,0,0,0,0,0
22,323,323,655,Москва 0-13,Теплый Стан,2018-03-05,"{'lat': 55.622827, 'long': 37.506253}",Москва,10,125,88,153,6,0,0,11,3,116,2,0,34,0,6,0,5,0,0,1,10,0,0,0,1,3,0,1,0,0,1,0,0,0,0,0
23,324,324,657,Кашира-1,Кашира,2020-10-24,"{'lat': 54.834807, 'long': 38.150543}",Кашира,96,47,7,0,0,1,2,2,34,94,0,0,5,0,1,0,0,0,0,0,3,1,0,0,2,1,0,1,0,0,1,0,1,0,0,0
24,325,325,659,Надым-1,Надым,2019-01-27,"{'lat': 65.527636, 'long': 72.539678}",Надым,1,194,4,0,7,4,5,21,12,99,2,2,8,0,0,0,0,0,0,0,12,0,0,1,0,7,0,2,0,0,0,0,1,0,0,0
25,326,326,662,Омск-1,Омск – Поворотная,2018-03-24,"{'lat': 54.989946, 'long': 73.305887}",Омск,44,511,172,89,14,2,25,29,133,446,0,2,12,1,18,1,0,11,0,0,6,4,0,0,4,7,0,2,1,0,4,0,0,0,0,0
26,327,327,665,Москва 16-1,"Алексеевский, Ростокино",2019-10-21,"{'lat': 55.813744, 'long': 37.65627}",Москва,11,287,113,52,13,15,3,23,55,44,0,6,28,2,11,0,2,0,0,0,21,0,0,0,8,10,0,4,4,1,13,0,1,1,0,0
27,328,328,667,Фрязино-1,Фрязино,2018-06-23,"{'lat': 55.955725, 'long': 38.042009}",Фрязино,85,145,21,21,4,0,2,7,0,19,0,0,5,0,1,0,0,0,0,0,7,0,0,0,0,2,0,2,0,0,0,0,1,0,0,0
28,329,329,669,Анапа-1,Анапа,2018-06-01,"{'lat': 44.896168, 'long': 37.316603}",Анапа,41,123,18,50,0,16,3,23,0,64,1,1,9,1,1,1,0,0,0,0,36,0,0,1,1,7,0,5,1,0,4,0,2,1,0,0
29,330,330,671,Геленджик-1,Геленджик,2018-06-02,"{'lat': 44.555747, 'long': 38.072878}",Геленджик,17,120,12,3,0,52,90,12,1,95,3,1,7,0,1,0,0,0,0,0,61,0,0,2,0,14,0,6,3,0,5,0,0,2,0,0
30,331,331,672,Казань-4,Новосавиновский район ,2018-04-14,"{'lat': 55.839181, 'long': 49.146459}",Казань,75,719,193,66,22,3,0,41,24,116,8,7,32,1,7,0,0,0,0,1,32,0,0,2,6,6,0,2,0,0,3,0,1,0,0,0
31,332,332,674,Сестрорецк-1,Сестрорецк,2022-08-12,"{'lat': 60.086385, 'long': 29.955805}",Сестрорецк,40,91,20,3,5,1,3,1,5,9,0,1,7,0,0,0,0,3,0,0,32,0,0,0,1,3,0,2,0,0,2,0,2,0,0,0
32,333,333,676,Ржев-1,Додо Пицца Ржев,2018-10-09,"{'lat': 56.264392, 'long': 34.33229}",Ржев,10,72,0,0,1,0,12,3,0,9,0,0,9,0,0,0,0,3,0,0,15,0,0,0,0,2,0,1,0,0,1,0,2,0,0,0
33,334,334,678,Апатиты-1,Апатиты,2021-07-19,"{'lat': 67.567258, 'long': 33.401842}",Апатиты,10,235,0,0,0,0,105,12,1,43,0,0,5,8,2,0,0,0,0,0,11,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0
34,335,335,680,Хабаровск-1,Заводская,2018-04-26,"{'lat': 48.397558, 'long': 135.100663}",Хабаровск,29,138,52,4,0,0,13,6,6,6,0,0,8,0,1,0,0,0,0,0,9,0,0,1,2,4,0,0,0,0,0,0,0,0,0,0
35,336,336,684,Можайск-1,Можайск,2018-10-19,"{'lat': 55.506661, 'long': 36.016625}",Можайск,25,48,0,1,0,0,60,20,0,158,0,3,7,1,1,1,0,0,0,0,22,1,0,0,1,0,0,0,0,0,9,0,1,0,0,0
36,337,337,686,Саров-1,Саров,2018-07-08,"{'lat': 54.94151, 'long': 43.326511}",Саров,144,97,21,2,13,9,11,4,3,41,9,0,13,0,1,0,0,0,0,0,9,2,0,0,0,2,0,3,1,0,1,1,3,1,0,0
37,338,338,687,Казань-5,Московский район,2018-04-17,"{'lat': 55.8178, 'long': 49.0909}",Казань,383,1171,243,90,26,24,3,357,86,236,39,18,68,5,68,0,0,0,0,1,66,5,0,4,11,13,0,3,0,0,36,1,4,0,0,0
38,339,339,689,Железногорск Курской области-1,Железногорск ЦУМ,2019-05-15,"{'lat': 52.350454, 'long': 35.343918}",Железногорск (Курская обл.),0,246,52,1,3,0,6,8,1,7,0,2,9,0,0,0,0,1,0,0,18,1,0,1,2,6,0,2,3,0,0,0,1,0,0,0
39,340,340,691,Иркутск-1,Депутатская,2018-09-08,"{'lat': 52.264467, 'long': 104.329618}",Иркутск,239,494,65,100,6,6,835,241,18,72,0,1,42,0,17,5,0,0,0,2,132,1,0,1,5,16,0,8,1,0,4,0,13,1,0,0
40,341,341,697,Усолье-Сибирское-1,Усолье-Сибирское,2019-08-16,"{'lat': 52.732716, 'long': 103.663482}",Усолье-Сибирское,181,307,0,0,1,0,73,10,0,22,0,6,15,0,1,0,0,0,0,3,6,4,0,9,1,5,0,9,1,0,0,0,0,0,0,0
41,342,342,702,Новоуральск-1,Комсомолец,2018-09-24,"{'lat': 57.251179, 'long': 60.073487}",Новоуральск,10,48,2,0,0,0,7,25,15,27,8,0,8,1,0,0,0,0,0,0,5,2,0,0,1,1,0,0,0,0,1,0,1,0,0,1
42,343,343,703,Москва 6-2,Чертаново Северное,2018-05-30,"{'lat': 55.630019, 'long': 37.599117}",Москва,0,236,101,139,0,5,1,9,4,28,3,3,38,8,0,0,1,0,0,2,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
43,344,344,707,Кронштадт-1,Кронштадт,2021-06-07,"{'lat': 59.996481, 'long': 29.766388}",Кронштадт,207,129,12,0,3,0,5,2,8,10,0,0,5,0,0,0,0,1,0,0,47,1,0,0,0,2,0,2,0,0,2,0,1,0,1,0
44,345,345,708,Москва 4-4,Орехово-Борисово Северное,2018-12-28,"{'lat': 55.625933, 'long': 37.724202}",Москва,2,152,153,252,3,1,2,13,3,117,0,3,47,0,1,0,1,0,0,1,10,0,0,0,2,1,0,2,0,0,0,0,0,0,0,1
45,346,346,710,Москва 13-1,Южнопортовый/Автозаводская,2018-06-01,"{'lat': 55.714289, 'long': 37.670108}",Москва,35,359,84,48,3,5,2,73,109,61,0,1,31,7,4,0,0,0,0,0,21,1,0,0,2,1,1,2,1,0,10,0,3,0,0,0
46,347,347,712,Москва 4-5,Орехово-Борисово Южное,2021-08-26,"{'lat': 55.598947, 'long': 37.725099}",Москва,10,156,79,141,2,1,0,23,4,120,0,3,35,0,0,0,1,0,0,1,7,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
47,348,348,713,Москва 4-6,Зябликово,2018-10-26,"{'lat': 55.610367, 'long': 37.740345}",Москва,9,164,136,195,4,0,0,20,4,138,0,2,42,0,0,0,1,0,0,2,12,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1
48,349,349,714,Москва 4-7,Домодедовская,2018-09-22,"{'lat': 55.602779, 'long': 37.713818}",Москва,10,152,85,144,1,1,0,10,4,107,0,2,42,0,0,0,1,0,0,1,8,0,0,0,2,0,0,0,0,0,8,0,1,0,1,0
49,350,350,717,Москва 4-11,Коломенская,2019-05-09,"{'lat': 55.683209, 'long': 37.663119}",Москва,16,269,117,61,2,0,0,32,13,20,1,8,24,5,2,0,0,0,0,1,19,1,0,0,0,2,0,2,1,0,11,0,1,0,0,0
50,351,351,718,Москва 4-12,Каширская,2021-04-14,"{'lat': 55.653512, 'long': 37.648169}",Москва,20,269,61,75,7,1,0,24,1,14,1,0,27,0,32,0,0,0,0,0,11,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0
51,352,352,719,Москва 4-13,Восточное Измайлово,2018-06-17,"{'lat': 55.802381, 'long': 37.825712}",Москва,33,631,144,115,15,0,2,11,15,72,0,5,63,0,2,0,1,0,0,0,15,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0
52,353,353,722,Домодедово-2,Домодедово-2 Курыжова,2018-04-05,"{'lat': 55.40285, 'long': 37.766591}",Домодедово,24,36,33,52,0,1,10,3,4,26,0,0,5,0,0,0,0,0,0,0,4,3,0,1,2,3,1,0,0,0,0,0,0,0,0,1
53,354,354,723,Ставрополь-2,Север,2018-04-26,"{'lat': 45.064572, 'long': 41.936259}",Ставрополь,121,217,57,8,25,1,61,123,8,20,0,1,17,0,26,0,0,0,0,1,17,0,0,0,4,7,0,7,0,0,0,0,0,0,0,0
54,355,355,724,Долгопрудный-2,"Долгопрудный, ТЦ Конфитюр",2018-08-04,"{'lat': 55.931235, 'long': 37.494153}",Долгопрудный,169,208,24,119,13,3,31,74,9,176,3,1,20,1,10,0,0,2,0,0,25,3,0,0,5,4,0,2,0,0,2,0,0,1,0,0
55,356,356,726,Санкт-Петербург 5-1,пр-т. Обуховской Обороны,2018-09-26,"{'lat': 59.86915, 'long': 30.458836}",Санкт-Петербург,90,447,8,22,20,1,0,4,23,9,0,1,28,0,0,0,0,10,0,0,15,3,0,0,1,8,0,4,0,0,6,0,2,0,0,0
56,357,357,729,Орел-1,Ленина 19/2,2021-03-24,"{'lat': 52.967337, 'long': 36.063792}",Орёл,200,496,44,71,1,0,22,19,17,30,0,0,9,0,5,0,0,0,0,1,36,0,0,2,1,5,0,1,1,0,1,0,3,0,0,0
57,358,358,791,Волгодонск-1,Волгодонск-1,2022-12-24,"{'lat': 47.513406, 'long': 42.186056}",Волгодонск,138,439,60,10,1,1,11,11,1,16,0,3,21,0,3,0,0,0,0,1,30,2,0,4,4,13,0,0,2,0,4,0,1,0,0,0
58,359,359,793,Куйбышев-1,Куйбышев и Барабинск,2018-12-31,"{'lat': 55.445979, 'long': 78.31445}",Куйбышев,23,6,0,0,5,1,679,1,0,4,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
59,360,360,796,Кропоткин-1,"Красная, 92",2018-09-25,"{'lat': 45.434283, 'long': 40.568771}",Кропоткин,9,30,0,0,0,1,4,2,2,30,2,2,8,0,2,0,0,1,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
60,361,361,797,Орел-2,"Комсомольская, 248",2018-06-24,"{'lat': 52.93958, 'long': 36.045022}",Орёл,137,321,29,38,1,0,22,15,6,17,0,0,7,1,1,0,0,0,0,1,23,0,0,0,1,5,0,1,1,0,0,0,3,0,0,0
61,362,362,798,Москва 5-2,Старое Марьино,2019-01-16,"{'lat': 55.647527, 'long': 37.723936}",Москва,71,53,125,170,2,0,2,15,3,47,1,1,18,0,3,0,0,0,0,1,17,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
62,363,363,803,Егорьевск-1,Егорьевск,2018-07-13,"{'lat': 55.373076, 'long': 39.0545}",Егорьевск,126,232,18,0,5,0,33,18,3,61,0,2,8,0,2,0,0,1,0,1,10,0,0,1,2,6,0,0,0,0,4,0,1,0,0,0
63,364,364,805,Курск-1,"Курск-1, Карла Маркса 68",2018-11-10,"{'lat': 51.761889, 'long': 36.184553}",Курск,103,210,36,21,8,0,20,6,5,5,0,2,3,0,0,0,0,284,0,0,177,0,0,0,3,7,0,0,1,0,4,1,3,0,0,0
64,365,365,806,Пенза-2,"Пенза-2, ТРЦ Квадрат",2018-08-12,"{'lat': 53.227097, 'long': 44.938016}",Пенза,160,462,99,25,39,2,3,62,6,43,0,1,10,2,8,0,0,0,0,1,22,1,0,3,4,16,0,4,0,0,2,0,0,0,0,0
65,366,366,808,Истра-1,Истра,2018-10-02,"{'lat': 55.914227, 'long': 36.865951}",Истра,20,109,15,1,2,1,12,8,16,96,3,0,5,0,0,0,0,0,0,0,14,0,0,1,3,4,0,1,0,0,2,0,4,0,0,0
66,367,367,809,Екатеринбург-5,Екатеринбург-5,2018-11-12,"{'lat': 56.790353, 'long': 60.515252}",Екатеринбург,119,202,78,105,1,0,43,17,2,17,0,2,13,0,0,0,0,2,0,0,44,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
67,368,368,813,Арзамас-1,Арзамас,2018-08-28,"{'lat': 55.399702, 'long': 43.832319}",Арзамас,183,146,1,0,14,0,819,24,2,30,1,8,13,0,3,3,0,0,0,0,15,1,0,3,0,11,0,1,1,0,2,0,3,0,0,0
68,369,369,814,Москва 0-14,Обручева,2021-01-09,"{'lat': 55.65881, 'long': 37.514383}",Москва,5,277,97,286,28,2,0,44,45,90,1,2,41,0,45,0,8,0,0,1,11,0,0,0,5,1,0,1,1,0,1,0,0,0,0,1
69,370,370,815,Москва 0-15,Бутырская,2019-03-28,"{'lat': 55.813649, 'long': 37.603651}",Москва,27,493,172,117,5,2,0,66,56,45,0,4,39,8,7,0,0,0,0,2,21,1,0,1,7,11,0,2,2,0,18,0,1,0,0,1
70,371,371,817,Санкт-Петербург 2-6,м. Нарвская,2018-08-09,"{'lat': 59.900506, 'long': 30.27197}",Санкт-Петербург,281,203,7,10,19,3,50,11,81,16,1,1,29,2,2,1,0,3,0,0,57,1,0,0,11,3,0,3,0,0,2,0,3,0,0,0
71,372,372,820,Челябинск-4,"Сталеваров, 7в",2018-07-19,"{'lat': 55.26208, 'long': 61.403389}",Челябинск,167,370,76,4,7,0,122,114,3,32,0,14,27,0,0,0,0,0,0,0,26,0,0,0,1,7,0,1,0,0,11,0,1,0,0,0
72,373,373,821,Калуга-2,ТРЦ Торговый Квартал,2018-07-09,"{'lat': 54.588392, 'long': 36.248724}",Калуга,52,231,8,4,2,0,8,38,4,11,0,1,2,0,0,0,0,0,0,0,7,1,0,0,3,2,1,0,0,0,0,0,0,0,0,0
73,374,374,823,Краснокамск-1,Краснокамск,2019-02-11,"{'lat': 58.078771, 'long': 55.752302}",Краснокамск,0,2,0,0,2,0,933,4,5,2,0,0,1,0,0,0,0,0,0,0,14,1,0,0,0,0,0,1,0,0,1,0,2,0,0,0
74,375,375,824,Санкт-Петербург 1-2,м. Звездная,2019-03-27,"{'lat': 59.830723, 'long': 30.350039}",Санкт-Петербург,14,300,83,93,12,0,0,9,13,45,0,2,19,0,1,0,0,16,0,1,43,0,0,0,4,1,0,0,0,0,1,0,0,0,0,0
